0,1,2,3,4
0.969,0.921,0.8935,0.906,0.8955
0.9695,0.9125,0.9395,0.9105,0.931
0.929,0.924,0.9355,0.9405,0.937
0.936,0.921,0.9465,0.9235,0.9555
0.951,0.927,0.957,0.9485,0.9235
0.939,0.9305,0.948,0.9335,0.9355
0.9265,0.945,0.935,0.9305,0.939
0.932,0.918,0.9425,0.928,0.923
0.9425,0.9385,0.9295,0.9375,0.9345
0.945,0.9315,0.93,0.915,0.936
0.9705,0.9305,0.9515,0.9325,0.954
0.937,0.9155,0.941,0.936,0.9205
0.898,0.908,0.9275,0.9355,0.9365
0.9315,0.923,0.939,0.905,0.9355
0.9285,0.9195,0.9305,0.9145,0.933
0.9175,0.9315,0.8945,0.9435,0.9185
0.9005,0.9275,0.9035,0.948,0.9485
0.925,0.932,0.9165,0.9315,0.913
0.926,0.9445,0.9015,0.941,0.9315
0.9185,0.9385,0.919,0.9475,0.932
0.902,0.9365,0.8855,0.9405,0.8825
0.902,0.9535,0.932,0.9365,0.902
0.9075,0.9495,0.9265,0.9485,0.923
0.9285,0.941,0.9375,0.9465,0.9185
0.9175,0.9515,0.9295,0.9395,0.899
0.902,0.9445,0.9265,0.935,0.9205
0.9055,0.9375,0.9105,0.931,0.927
0.909,0.9375,0.922,0.939,0.936
0.9115,0.9485,0.9215,0.9375,0.9315
0.915,0.9305,0.9255,0.933,0.9435
0.901,0.902,0.937,0.9245,0.9305
0.8935,0.913,0.9225,0.9425,0.92
0.913,0.9225,0.922,0.946,0.923
0.906,0.916,0.9395,0.9125,0.929
0.9255,0.91,0.9295,0.9485,0.928
0.887,0.9355,0.9295,0.947,0.9165
0.9015,0.934,0.934,0.9365,0.9335
0.915,0.946,0.94,0.942,0.925
0.9215,0.937,0.9395,0.9425,0.9295
0.9045,0.9305,0.9465,0.941,0.932
0.922,0.934,0.9465,0.943,0.9285
0.8955,0.9385,0.927,0.953,0.9375
0.875,0.934,0.9325,0.9355,0.9315
0.902,0.8995,0.919,0.9445,0.9295
0.902,0.927,0.9325,0.931,0.926
0.9165,0.9205,0.9195,0.9335,0.921
0.9205,0.924,0.9215,0.94,0.9325
0.92,0.93,0.9275,0.9535,0.9215
0.9025,0.935,0.92,0.926,0.9275
0.928,0.9335,0.93,0.935,0.916
