Model,Split,Epoch,fit_time,pred_time,peak_gpu_mem_fit,peak_gpu_mem_infer,metric_type,precision,recall,f1,accuracy,class_name
CoTM,val_0,0,2.809661388397217,0.07671284675598145,542.0,542.0,train,0.6589091613625839,0.6558461076044485,0.6561910731068177,0.6558461076044485,weighted
CoTM,val_0,0,2.809661388397217,0.07671284675598145,542.0,542.0,val,0.6416593334223232,0.6382211538461539,0.6383352400156248,0.6382211538461539,weighted
CoTM,val_0,0,2.809661388397217,0.07671284675598145,542.0,542.0,train,0.7190226876090751,0.6232980332829047,0.6677471636952999,0.876765855124737,class_0
CoTM,val_0,0,2.809661388397217,0.07671284675598145,542.0,542.0,val,0.6737588652482269,0.5654761904761905,0.6148867313915858,0.8569711538461539,class_0
CoTM,val_0,0,2.809661388397217,0.07671284675598145,542.0,542.0,train,0.6443148688046647,0.6461988304093568,0.6452554744525547,0.8539224526600541,class_1
CoTM,val_0,0,2.809661388397217,0.07671284675598145,542.0,542.0,val,0.5783783783783784,0.6645962732919255,0.6184971098265896,0.8413461538461539,class_1
CoTM,val_0,0,2.809661388397217,0.07671284675598145,542.0,542.0,train,0.6525547445255474,0.6824427480916031,0.6671641791044776,0.8659452960625188,class_2
CoTM,val_0,0,2.809661388397217,0.07671284675598145,542.0,542.0,val,0.6115107913669064,0.6204379562043796,0.6159420289855072,0.8725961538461539,class_2
CoTM,val_0,0,2.809661388397217,0.07671284675598145,542.0,542.0,train,0.6736842105263158,0.6521106259097526,0.6627218934911243,0.8629395852119026,class_3
CoTM,val_0,0,2.809661388397217,0.07671284675598145,542.0,542.0,val,0.7062146892655368,0.6868131868131868,0.6963788300835655,0.8689903846153846,class_3
CoTM,val_0,0,2.809661388397217,0.07671284675598145,542.0,542.0,train,0.6030640668523677,0.6765625,0.6377025036818851,0.8521190261496844,class_4
CoTM,val_0,0,2.809661388397217,0.07671284675598145,542.0,542.0,val,0.6263157894736842,0.6467391304347826,0.6363636363636364,0.8365384615384616,class_4
CoTM,val_0,1,0.48957252502441406,0.0765223503112793,542.0,542.0,train,0.658392718884182,0.6570483919446949,0.6571673550129391,0.6570483919446949,weighted
CoTM,val_0,1,0.48957252502441406,0.0765223503112793,542.0,542.0,val,0.6450772284380064,0.6430288461538461,0.64328243022555,0.6430288461538461,weighted
CoTM,val_0,1,0.48957252502441406,0.0765223503112793,542.0,542.0,train,0.6918032786885245,0.6384266263237519,0.6640440597954367,0.8716561466786895,class_0
CoTM,val_0,1,0.48957252502441406,0.0765223503112793,542.0,542.0,val,0.6513157894736842,0.5892857142857143,0.61875,0.8533653846153846,class_0
CoTM,val_0,1,0.48957252502441406,0.0765223503112793,542.0,542.0,train,0.65424739195231,0.6418128654970761,0.647970479704797,0.8566275924256087,class_1
CoTM,val_0,1,0.48957252502441406,0.0765223503112793,542.0,542.0,val,0.585635359116022,0.6583850931677019,0.6198830409356725,0.84375,class_1
CoTM,val_0,1,0.48957252502441406,0.0765223503112793,542.0,542.0,train,0.6501457725947521,0.6809160305343511,0.6651752423564504,0.865043582807334,class_2
CoTM,val_0,1,0.48957252502441406,0.0765223503112793,542.0,542.0,val,0.6142857142857143,0.6277372262773723,0.6209386281588448,0.8737980769230769,class_2
CoTM,val_0,1,0.48957252502441406,0.0765223503112793,542.0,542.0,train,0.6746987951807228,0.6521106259097526,0.6632124352331606,0.8632401562969643,class_3
CoTM,val_0,1,0.48957252502441406,0.0765223503112793,542.0,542.0,val,0.7062146892655368,0.6868131868131868,0.6963788300835655,0.8689903846153846,class_3
CoTM,val_0,1,0.48957252502441406,0.0765223503112793,542.0,542.0,train,0.6192528735632183,0.6734375,0.6452095808383234,0.8575293056807936,class_4
CoTM,val_0,1,0.48957252502441406,0.0765223503112793,542.0,542.0,val,0.6538461538461539,0.6467391304347826,0.6502732240437158,0.8461538461538461,class_4
CoTM,val_0,2,0.4855778217315674,0.07682371139526367,542.0,542.0,train,0.6603995665905428,0.6591523895401262,0.6592890892869623,0.6591523895401262,weighted
CoTM,val_0,2,0.4855778217315674,0.07682371139526367,542.0,542.0,val,0.647554712588697,0.6454326923076923,0.6458450371057028,0.6454326923076923,weighted
CoTM,val_0,2,0.4855778217315674,0.07682371139526367,542.0,542.0,train,0.6983606557377049,0.6444780635400907,0.6703383162863886,0.8740607153591824,class_0
CoTM,val_0,2,0.4855778217315674,0.07682371139526367,542.0,542.0,val,0.6538461538461539,0.6071428571428571,0.6296296296296297,0.8557692307692307,class_0
CoTM,val_0,2,0.4855778217315674,0.07682371139526367,542.0,542.0,train,0.6514032496307238,0.6447368421052632,0.6480529022777369,0.8560264502554854,class_1
CoTM,val_0,2,0.4855778217315674,0.07682371139526367,542.0,542.0,val,0.585635359116022,0.6583850931677019,0.6198830409356725,0.84375,class_1
CoTM,val_0,2,0.4855778217315674,0.07682371139526367,542.0,542.0,train,0.6510948905109489,0.6809160305343511,0.6656716417910448,0.8653441538923956,class_2
CoTM,val_0,2,0.4855778217315674,0.07682371139526367,542.0,542.0,val,0.6115107913669064,0.6204379562043796,0.6159420289855072,0.8725961538461539,class_2
CoTM,val_0,2,0.4855778217315674,0.07682371139526367,542.0,542.0,train,0.6741741741741741,0.653566229985444,0.663710273466371,0.8632401562969643,class_3
CoTM,val_0,2,0.4855778217315674,0.07682371139526367,542.0,542.0,val,0.7062146892655368,0.6868131868131868,0.6963788300835655,0.8689903846153846,class_3
CoTM,val_0,2,0.4855778217315674,0.07682371139526367,542.0,542.0,train,0.625544267053701,0.6734375,0.6486079759217457,0.8596333032762248,class_4
CoTM,val_0,2,0.4855778217315674,0.07682371139526367,542.0,542.0,val,0.664804469273743,0.6467391304347826,0.6556473829201102,0.8497596153846154,class_4
CoTM,val_0,3,0.48171377182006836,0.07676362991333008,542.0,542.0,train,0.6588046369670388,0.6579501051998797,0.6580500519479476,0.6579501051998797,weighted
CoTM,val_0,3,0.48171377182006836,0.07676362991333008,542.0,542.0,val,0.6475733157328272,0.6454326923076923,0.6458819380793028,0.6454326923076923,weighted
