Model,Split,Epoch,fit_time,pred_time,peak_gpu_mem_fit,peak_gpu_mem_infer,metric_type,precision,recall,f1,accuracy,class_name
XGB,val_0,0,8.239576816558838,0.44136929512023926,1474.0,1762.0,train,0.9994999961382364,0.9995,0.9994999220661133,0.9995,weighted
XGB,val_0,0,8.239576816558838,0.44136929512023926,1474.0,1762.0,val,0.8992475280593832,0.89925,0.8991369133022337,0.89925,weighted
XGB,val_0,0,8.239576816558838,0.44136929512023926,1474.0,1762.0,train,0.9993743482794578,0.9997913624035051,0.9995828118481435,0.9999166666666667,class_0
XGB,val_0,0,8.239576816558838,0.44136929512023926,1474.0,1762.0,val,0.8340016038492382,0.8616404308202155,0.8475957620211899,0.9688333333333333,class_0
XGB,val_0,0,8.239576816558838,0.44136929512023926,1474.0,1762.0,train,1.0,1.0,1.0,1.0,class_1
XGB,val_0,0,8.239576816558838,0.44136929512023926,1474.0,1762.0,val,0.9931506849315068,0.9739714525608733,0.983467571004663,0.99675,class_1
XGB,val_0,0,8.239576816558838,0.44136929512023926,1474.0,1762.0,train,0.9991651012314757,0.9981234361968306,0.9986439970793783,0.9997291666666667,class_2
XGB,val_0,0,8.239576816558838,0.44136929512023926,1474.0,1762.0,val,0.8141809290953546,0.829734219269103,0.8218839983545866,0.9639166666666666,class_2
XGB,val_0,0,8.239576816558838,0.44136929512023926,1474.0,1762.0,train,0.9991616013414378,1.0,0.9995806248689453,0.9999166666666667,class_3
XGB,val_0,0,8.239576816558838,0.44136929512023926,1474.0,1762.0,val,0.9087237479806138,0.9124087591240876,0.9105625252934035,0.9815833333333334,class_3
XGB,val_0,0,8.239576816558838,0.44136929512023926,1474.0,1762.0,train,0.9985413627839134,0.9991659716430359,0.9988535695674831,0.9997708333333334,class_4
XGB,val_0,0,8.239576816558838,0.44136929512023926,1474.0,1762.0,val,0.8253061224489796,0.8397009966777409,0.832441333882256,0.9660833333333333,class_4
XGB,val_0,0,8.239576816558838,0.44136929512023926,1474.0,1762.0,train,1.0,1.0,1.0,1.0,class_5
XGB,val_0,0,8.239576816558838,0.44136929512023926,1474.0,1762.0,val,0.9814814814814815,0.9720524017467249,0.9767441860465116,0.9955833333333334,class_5
XGB,val_0,0,8.239576816558838,0.44136929512023926,1474.0,1762.0,train,0.9987520798668885,0.9979218620116376,0.9983367983367983,0.9996666666666667,class_6
XGB,val_0,0,8.239576816558838,0.44136929512023926,1474.0,1762.0,val,0.7336283185840708,0.6978114478114478,0.7152717860224331,0.945,class_6
XGB,val_0,0,8.239576816558838,0.44136929512023926,1474.0,1762.0,train,1.0,1.0,1.0,1.0,class_7
XGB,val_0,0,8.239576816558838,0.44136929512023926,1474.0,1762.0,val,0.9528301886792453,0.9750603378921963,0.9638170974155069,0.9924166666666666,class_7
XGB,val_0,0,8.239576816558838,0.44136929512023926,1474.0,1762.0,train,1.0,1.0,1.0,1.0,class_8
XGB,val_0,0,8.239576816558838,0.44136929512023926,1474.0,1762.0,val,0.9762912785774767,0.9632414369256475,0.9697224558452481,0.994,class_8
XGB,val_0,0,8.239576816558838,0.44136929512023926,1474.0,1762.0,train,1.0,1.0,1.0,1.0,class_9
XGB,val_0,0,8.239576816558838,0.44136929512023926,1474.0,1762.0,val,0.9753820033955858,0.9671717171717171,0.9712595097210481,0.9943333333333333,class_9
XGB,val_1,0,7.769473552703857,0.4412403106689453,1510.0,1762.0,train,0.9994792710973349,0.9994791666666667,0.9994790702854092,0.9994791666666667,weighted
XGB,val_1,0,7.769473552703857,0.4412403106689453,1510.0,1762.0,val,0.9026331643839484,0.9030833333333333,0.9026493604783873,0.9030833333333333,weighted
XGB,val_1,0,7.769473552703857,0.4412403106689453,1510.0,1762.0,train,0.9987492182614134,1.0,0.9993742177722152,0.999875,class_0
XGB,val_1,0,7.769473552703857,0.4412403106689453,1510.0,1762.0,val,0.8264268960125097,0.8742762613730356,0.8496784565916399,0.9688333333333333,class_0
XGB,val_1,0,7.769473552703857,0.4412403106689453,1510.0,1762.0,train,1.0,1.0,1.0,1.0,class_1
XGB,val_1,0,7.769473552703857,0.4412403106689453,1510.0,1762.0,val,0.9966527196652719,0.9851116625310173,0.9908485856905158,0.9981666666666666,class_1
XGB,val_1,0,7.769473552703857,0.4412403106689453,1510.0,1762.0,train,0.9993809327280231,0.9989686468646864,0.9991747472663504,0.9998333333333334,class_2
XGB,val_1,0,7.769473552703857,0.4412403106689453,1510.0,1762.0,val,0.814625850340136,0.8315972222222222,0.8230240549828178,0.9656666666666667,class_2
XGB,val_1,0,7.769473552703857,0.4412403106689453,1510.0,1762.0,train,0.9995850622406639,0.9997924880680639,0.9996887643946467,0.9999375,class_3
XGB,val_1,0,7.769473552703857,0.4412403106689453,1510.0,1762.0,val,0.9123539232053423,0.9254868755292125,0.9188734762505254,0.9839166666666667,class_3
XGB,val_1,0,7.769473552703857,0.4412403106689453,1510.0,1762.0,train,0.9981028667790893,0.9989451476793249,0.9985238296077604,0.9997083333333333,class_4
XGB,val_1,0,7.769473552703857,0.4412403106689453,1510.0,1762.0,val,0.8465818759936407,0.8452380952380952,0.8459094519459889,0.9676666666666667,class_4
XGB,val_1,0,7.769473552703857,0.4412403106689453,1510.0,1762.0,train,1.0,1.0,1.0,1.0,class_5
XGB,val_1,0,7.769473552703857,0.4412403106689453,1510.0,1762.0,val,0.9807531380753138,0.9654036243822076,0.9730178497301785,0.9945833333333334,class_5
