0,1,2,3,4
0.9325,0.9431,0.9407,0.9645,0.9322
0.9827,0.9877,0.9886,0.9881,0.9813
0.9877,0.9848,0.989,0.9865,0.9853
0.9889,0.9891,0.9891,0.9878,0.9882
0.9887,0.9895,0.989,0.9877,0.9891
0.9892,0.9896,0.9898,0.9887,0.9892
0.9893,0.9892,0.9894,0.9894,0.9874
0.9897,0.9892,0.9886,0.9889,0.988
0.9898,0.9892,0.9897,0.9891,0.9885
0.9887,0.9895,0.9894,0.9896,0.9891
0.9898,0.9897,0.9896,0.9897,0.9896
0.9897,0.9895,0.9895,0.9887,0.9893
0.9897,0.9898,0.9898,0.9894,0.9898
0.9898,0.9888,0.9895,0.9898,0.9895
0.9895,0.9892,0.9898,0.989,0.9895
0.9891,0.9889,0.988,0.9895,0.9898
0.9898,0.9898,0.9892,0.9898,0.9898
0.9898,0.9898,0.9898,0.9898,0.9898
0.9896,0.9897,0.9898,0.9896,0.9887
0.9898,0.9898,0.9898,0.9898,0.9894
0.9898,0.9896,0.9897,0.9898,0.9894
0.9898,0.9894,0.9898,0.9897,0.9898
0.9896,0.9898,0.9897,0.9898,0.989
0.9898,0.9887,0.9898,0.9898,0.9897
0.9898,0.9898,0.9898,0.9897,0.9894
0.9898,0.9896,0.9898,0.9898,0.9898
0.9898,0.9894,0.9897,0.9898,0.9898
0.9894,0.9898,0.9895,0.9898,0.9897
0.9892,0.9898,0.9896,0.9895,0.9897
0.9898,0.9898,0.9898,0.9895,0.9898
0.9898,0.9895,0.9898,0.9896,0.9898
0.9892,0.9897,0.9898,0.9893,0.9898
0.9898,0.9898,0.9898,0.9895,0.9898
0.9898,0.9898,0.9896,0.9898,0.9898
0.9898,0.9898,0.9898,0.9898,0.9898
0.9898,0.9898,0.9898,0.9898,0.9898
0.9897,0.9894,0.9894,0.9897,0.9895
0.9898,0.9894,0.9897,0.9895,0.9898
0.9898,0.9898,0.9898,0.9898,0.9896
0.9897,0.9898,0.9898,0.9898,0.9895
0.9897,0.9897,0.9898,0.9898,0.9898
0.9898,0.9898,0.9898,0.9898,0.9897
0.9896,0.9898,0.9895,0.9893,0.9896
0.9898,0.9898,0.9898,0.9898,0.9893
0.9898,0.9896,0.9898,0.9898,0.9895
0.9898,0.9898,0.9898,0.9898,0.9895
0.9898,0.9898,0.9898,0.9898,0.9893
0.9898,0.9898,0.9898,0.9898,0.9895
0.9898,0.9898,0.9898,0.9898,0.9898
0.9898,0.9895,0.9898,0.9898,0.9895
