0,1,2,3,4
0.9925,1.0,0.999,0.9985,0.992
1.0,1.0,0.9995,1.0,0.999
1.0,1.0,1.0,0.9995,1.0
1.0,0.9995,1.0,1.0,0.9995
1.0,1.0,0.9995,1.0,1.0
0.999,0.999,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,0.9995,1.0,0.9995
1.0,1.0,0.998,1.0,1.0
1.0,1.0,0.999,1.0,1.0
1.0,1.0,0.9995,0.999,1.0
0.999,1.0,0.9995,1.0,1.0
1.0,1.0,0.9995,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,0.9995
1.0,1.0,1.0,0.999,1.0
1.0,1.0,1.0,0.9995,1.0
0.9995,1.0,1.0,0.9995,1.0
0.999,1.0,1.0,0.9995,1.0
1.0,1.0,1.0,0.999,1.0
1.0,1.0,1.0,0.9985,1.0
0.9995,1.0,1.0,0.9995,1.0
1.0,1.0,1.0,0.9995,1.0
1.0,1.0,1.0,0.9985,1.0
0.996,1.0,1.0,0.999,1.0
0.9985,1.0,0.9995,0.9985,1.0
0.9965,1.0,0.9995,0.9995,0.9995
0.998,1.0,1.0,0.9995,1.0
0.9995,0.9995,1.0,0.9985,1.0
0.998,1.0,0.9995,1.0,1.0
0.9995,0.999,1.0,0.999,1.0
0.9995,0.9995,1.0,0.9985,1.0
1.0,0.9995,1.0,0.9985,0.9995
0.998,1.0,1.0,0.9995,0.9995
1.0,1.0,1.0,0.999,1.0
0.9995,1.0,1.0,0.999,1.0
0.9995,1.0,1.0,0.9975,0.9995
1.0,0.9995,1.0,0.9995,1.0
0.9995,0.9995,0.9995,0.9995,1.0
1.0,0.9995,1.0,0.9995,1.0
1.0,1.0,1.0,0.9995,0.999
0.9985,1.0,1.0,0.9995,0.9995
0.999,0.999,0.9995,0.999,0.9995
0.9985,0.9995,1.0,0.9985,1.0
0.9985,0.9985,1.0,0.996,1.0
0.9995,0.9995,0.9995,0.9995,1.0
0.9995,0.9985,1.0,0.9975,0.9995
0.999,0.999,1.0,0.9985,0.9995
1.0,1.0,1.0,0.999,0.9995
0.9995,0.9995,0.999,0.998,0.9995
