Model,Split,Epoch,fit_time,pred_time,peak_gpu_mem_fit,peak_gpu_mem_infer,metric_type,precision,recall,f1,accuracy,class_name
CoTM,val_0,0,21.58944272994995,2.5045814514160156,684.0,690.0,train,0.9656458521601702,0.9655833333333333,0.9655524959198947,0.9655833333333333,weighted
CoTM,val_0,0,21.58944272994995,2.5045814514160156,684.0,690.0,val,0.9639875940664063,0.9639166666666666,0.9639115873214728,0.9639166666666666,weighted
CoTM,val_0,0,21.58944272994995,2.5045814514160156,684.0,690.0,train,0.9714404836356055,0.9831223628691983,0.9772465135786935,0.9954791666666667,class_0
CoTM,val_0,0,21.58944272994995,2.5045814514160156,684.0,690.0,val,0.972972972972973,0.9737954353338969,0.973384030418251,0.99475,class_0
CoTM,val_0,0,21.58944272994995,2.5045814514160156,684.0,690.0,train,0.9522873481057899,0.9890497401633259,0.9703204661325564,0.9932083333333334,class_1
CoTM,val_0,0,21.58944272994995,2.5045814514160156,684.0,690.0,val,0.9548710601719198,0.9844903988183161,0.9694545454545455,0.993,class_1
CoTM,val_0,0,21.58944272994995,2.5045814514160156,684.0,690.0,train,0.9669421487603306,0.957808564231738,0.9623536855425499,0.9925625,class_2
CoTM,val_0,0,21.58944272994995,2.5045814514160156,684.0,690.0,val,0.9687763713080169,0.9614740368509213,0.9651113913408995,0.9930833333333333,class_2
CoTM,val_0,0,21.58944272994995,2.5045814514160156,684.0,690.0,train,0.9757677041988719,0.9573683131789301,0.9664804469273743,0.99325,class_3
CoTM,val_0,0,21.58944272994995,2.5045814514160156,684.0,690.0,val,0.9704708699122107,0.9712460063897763,0.9708582834331337,0.9939166666666667,class_3
CoTM,val_0,0,21.58944272994995,2.5045814514160156,684.0,690.0,train,0.9642933964293396,0.9692972972972973,0.966788872115592,0.9935833333333334,class_4
CoTM,val_0,0,21.58944272994995,2.5045814514160156,684.0,690.0,val,0.9568052159739201,0.9646672144617913,0.9607201309328969,0.992,class_4
CoTM,val_0,0,21.58944272994995,2.5045814514160156,684.0,690.0,train,0.9695852534562212,0.9700322729368372,0.9698087116847199,0.9945416666666667,class_5
CoTM,val_0,0,21.58944272994995,2.5045814514160156,684.0,690.0,val,0.972998137802607,0.9649122807017544,0.9689383402874363,0.9944166666666666,class_5
CoTM,val_0,0,21.58944272994995,2.5045814514160156,684.0,690.0,train,0.9765327695560254,0.972625815961255,0.9745753771494884,0.9949791666666666,class_6
CoTM,val_0,0,21.58944272994995,2.5045814514160156,684.0,690.0,val,0.9748482220294883,0.9615055603079555,0.9681309216192937,0.9938333333333333,class_6
CoTM,val_0,0,21.58944272994995,2.5045814514160156,684.0,690.0,train,0.9617529880478087,0.9569871159563925,0.959364133134625,0.9914791666666667,class_7
CoTM,val_0,0,21.58944272994995,2.5045814514160156,684.0,690.0,val,0.9692179700499168,0.9549180327868853,0.9620148637489678,0.9923333333333333,class_7
CoTM,val_0,0,21.58944272994995,2.5045814514160156,684.0,690.0,train,0.9618717504332756,0.9477054429028815,0.9547360498871089,0.9912291666666667,class_8
CoTM,val_0,0,21.58944272994995,2.5045814514160156,684.0,690.0,val,0.9560723514211886,0.9519725557461407,0.954018048990116,0.9910833333333333,class_8
CoTM,val_0,0,21.58944272994995,2.5045814514160156,684.0,690.0,train,0.9580699536451749,0.949864215583873,0.9539494387915661,0.9908541666666667,class_9
CoTM,val_0,0,21.58944272994995,2.5045814514160156,684.0,690.0,val,0.944206008583691,0.9466437177280551,0.9454232917920069,0.9894166666666667,class_9
CoTM,val_0,1,20.466941595077515,2.49910569190979,706.0,706.0,train,0.9742934665953208,0.9742916666666667,0.9742790058670918,0.9742916666666667,weighted
CoTM,val_0,1,20.466941595077515,2.49910569190979,706.0,706.0,val,0.9719133006743103,0.9719166666666667,0.9719098188253361,0.9719166666666667,weighted
CoTM,val_0,1,20.466941595077515,2.49910569190979,706.0,706.0,train,0.980494966442953,0.9862869198312236,0.9833824148085822,0.9967083333333333,class_0
CoTM,val_0,1,20.466941595077515,2.49910569190979,706.0,706.0,val,0.9805414551607445,0.9797125950972105,0.9801268498942918,0.9960833333333333,class_0
CoTM,val_0,1,20.466941595077515,2.49910569190979,706.0,706.0,train,0.9738812785388128,0.9896065330363771,0.9816809352849121,0.9958541666666667,class_1
CoTM,val_0,1,20.466941595077515,2.49910569190979,706.0,706.0,val,0.9758418740849195,0.9844903988183161,0.9801470588235294,0.9955,class_1
CoTM,val_0,1,20.466941595077515,2.49910569190979,706.0,706.0,train,0.9733025015766239,0.9718723761544921,0.9725869131393761,0.9945625,class_2
CoTM,val_0,1,20.466941595077515,2.49910569190979,706.0,706.0,val,0.9732664995822891,0.97571189279732,0.9744876620660812,0.9949166666666667,class_2
CoTM,val_0,1,20.466941595077515,2.49910569190979,706.0,706.0,train,0.9821465642516088,0.9696659151465464,0.9758663366336634,0.995125,class_3
CoTM,val_0,1,20.466941595077515,2.49910569190979,706.0,706.0,val,0.9775461106655974,0.9736421725239617,0.9755902360944377,0.9949166666666667,class_3
CoTM,val_0,1,20.466941595077515,2.49910569190979,706.0,706.0,train,0.9742591390871729,0.9738378378378378,0.9740484429065744,0.995,class_4
CoTM,val_0,1,20.466941595077515,2.49910569190979,706.0,706.0,val,0.9656862745098039,0.971240755957272,0.968455551003687,0.9935833333333334,class_4
CoTM,val_0,1,20.466941595077515,2.49910569190979,706.0,706.0,train,0.9764161849710983,0.9734900875979714,0.9749509407826388,0.9954791666666667,class_5
